Unnamed: 0,dob,file_name,gender,gilbert_number,id,input_form,iver_number,location,post_sound,pre_sound,speaker_number,target_form,transcription,variable,File/Spkr,Vowel,Start,End,Dur,oTime,oPitch,oF1,oF2,oF3,gTime,gPitch,gF1,gF2,gF3,MaxFormants,NumberPoles,Notes
14,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/101-395-3-74-a.wav,m,74,101-395-3-74-a.wav,the honey ,101,converse,ç,n,395,der honig,deːɐ̯ ˈhoːnɪç,ɪ,101-395-3-74-a,ɪ,0.470,0.528,0.058,0.490,163.65,510.95,1817.68,2570.29,0.509,166.00,506.07,2008.11,2625.66,5500 Hz,10,
15,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-74-a.wav,f,74,60-445-2-74-a.wav,the honey ,60,"converse, tx",ç,n,445,der honig,deːɐ̯ ˈhoːnɪç,ɪ,60-445-2-74-a,ɪ,0.535,0.631,0.096,0.567,226.80,482.97,2349.27,2932.57,0.599,192.40,479.08,2394.11,2902.19,5500 Hz,10,
16,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-114-2-74-a.wav,f,74,1-114-2-74-a.wav,the honey ,1,doss,ç,n,114,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1959,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-74-a.wav,m,74,1-179-2-74-a.wav,the honey ,1,doss,ç,n,179,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-179-2-74-a,ɪ,1.160,1.282,0.122,1.200,--undefined--,646.07,1908.94,2643.97,1.241,--undefined--,622.65,1863.20,2806.75,5500 Hz,10,
18,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-183-2-74-a.wav,m,74,1-183-2-74-a.wav,the honey ,1,doss,ç,n,183,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-56-2-74-a.wav,f,74,1-56-2-74-a.wav,the honey ,1,doss,ç,n,56,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-56-2-74-a,ɪ,0.653,0.725,0.072,0.677,152.49,725.34,2115.14,2376.14,0.701,141.52,697.66,1054.99,2275.60,5500 Hz,10,"
1-56-2-74-a"
20,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-74-a.wav,m,74,17-176-1-74-a.wav,the honey ,17,doss,ç,n,176,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-176-1-74-a,ɪ,0.306,0.381,0.075,0.331,--undefined--,503.31,2037.65,2412.37,0.356,--undefined--,576.10,2123.69,2629.39,5500 Hz,10,
21,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-74-a.wav,m,74,17-177-1-74-a.wav,the honey ,17,doss,ç,n,177,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-177-1-74-a,ɪ,0.595,0.717,0.121,0.636,145.20,448.85,1884.06,2564.45,0.676,137.08,505.21,1898.16,2556.64,5500 Hz,10,
22,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-74-a.wav,m,74,17-178-2-74-a.wav,the honey ,17,doss,ç,n,178,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-178-2-74-a,ɪ,0.664,0.734,0.070,0.687,--undefined--,589.06,1557.63,2073.36,0.711,--undefined--,697.72,1637.41,2187.13,5500 Hz,10,
23,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-180-2-74-a.wav,m,74,17-180-2-74-a.wav,the honey ,17,doss,ç,n,180,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-180-2-74-a,ɪ,0.550,0.639,0.088,0.580,145.68,620.95,1890.75,2696.62,0.609,--undefined--,598.83,2027.77,2628.31,5500 Hz,10,
24,1958,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-181-1-74-a.wav,f,74,17-181-1-74-a.wav,the honey ,17,doss,ç,n,181,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1935,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-182-2-74-a.wav,f,74,17-182-2-74-a.wav,the honey ,17,doss,ç,n,182,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-182-2-74-a,ɪ,0.731,0.808,0.077,0.757,--undefined--,630.22,2222.34,2492.64,0.782,--undefined--,602.25,2262.00,2711.39,5500 Hz,10,
26,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-74-a.wav,f,74,17-187-1-74-a.wav,the honey ,17,doss,ç,n,187,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-187-1-74-a,ɪ,0.365,0.425,0.060,0.385,--undefined--,789.00,1803.96,2872.74,0.405,--undefined--,895.37,1611.88,2903.40,5500 Hz,10,
27,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-74-a.wav,m,74,5-113-2-74-a.wav,the honey ,5,doss,ç,n,113,der honig,deːɐ̯ ˈhoːnɪç,ɪ,5-113-2-74-a,ɪ,0.472,0.536,0.064,0.493,--undefined--,453.60,2028.66,2721.78,0.515,--undefined--,537.79,2088.04,2506.43,5500 Hz,10,
28,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-74-a.wav,m,74,3-96-2-74-a.wav,the honey ,3,floresville,ç,n,96,der honig,deːɐ̯ ˈhoːnɪç,ɪ,3-96-2-74-a,ɪ,0.519,0.589,0.070,0.542,131.21,692.88,1902.44,2471.99,0.565,130.11,623.27,1983.95,2526.48,5500 Hz,10,
29,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-74-a.wav,f,74,3-98-2-74-a.wav,the honey ,3,floresville,ç,n,98,der honig,deːɐ̯ ˈhoːnɪç,ɪ,3-98-2-74-a,ɪ,0.450,0.505,0.055,0.469,274.90,591.30,1756.90,2400.11,0.487,278.57,577.43,1530.29,2535.41,5500 Hz,10,
30,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-74-a.wav,f,74,51-283-3-74-a.wav,the honey ,51,floresville,ç,n,283,der honig,deːɐ̯ ˈhoːnɪç,ɪ,51-283-3-74-a,ɪ,0.480,0.532,0.051,0.497,144.80,433.01,2495.45,2913.28,0.514,138.12,423.79,2562.80,3017.09,5500 Hz,10,
31,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-199-2-74-a.wav,f,74,1-199-2-74-a.wav,the honey ,1,fredericksburg,ç,n,199,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-74-a.wav,m,74,1-397-2-74-a.wav,the honey ,1,fredericksburg,ç,n,397,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-397-2-74-a,ɪ,1.059,1.136,0.077,1.085,88.58,486.04,1942.63,2433.07,1.110,--undefined--,406.18,1945.79,2278.78,5500 Hz,10,"
1-397-2-74-a"
33,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-403-2-74-a.wav,m,74,1-403-2-74-a.wav,the honey ,1,fredericksburg,ç,n,403,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-403-2-74-a,ɪ,0.885,0.933,0.048,0.901,--undefined--,471.28,2111.41,2656.16,0.917,--undefined--,409.22,2177.74,2724.48,5500 Hz,10,"
1-403-2-74-a"
34,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-74-a.wav,f,74,105-404-1-74-a.wav,the honey ,105,fredericksburg,ç,n,404,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-74-a.wav,m,74,107-405-2-74-a.wav,the honey ,107,fredericksburg,ç,n,405,der honig,deːɐ̯ ˈhoːnɪç,ɪ,107-405-2-74-a,ɪ,1.034,1.122,0.088,1.064,--undefined--,554.41,1985.82,3061.80,1.093,--undefined--,435.98,2135.68,2951.30,5500 Hz,10,
36,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-74-a.wav,m,74,108-406-1-74-a.wav,the honey ,108,fredericksburg,ç,n,406,der honig,deːɐ̯ ˈhoːnɪç,ɪ,108-406-1-74-a,ɪ,0.647,0.718,0.071,0.671,143.38,542.17,1691.43,2797.11,0.694,137.69,483.32,1887.56,2775.23,5500 Hz,10,
37,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-74-a.wav,f,74,110-407-2-74-a.wav,the honey ,110,fredericksburg,ç,n,407,der honig,deːɐ̯ ˈhoːnɪç,ɪ,110-407-2-74-a,ɪ,0.539,0.629,0.091,0.569,202.01,970.29,2636.76,3328.94,0.599,204.22,827.79,2623.53,3348.42,5500 Hz,10,
38,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-74-a.wav,f,74,110-408-1-74-a.wav,the honey ,110,fredericksburg,ç,n,408,der honig,deːɐ̯ ˈhoːnɪç,ɪ,110-408-1-74-a,ɪ,0.803,0.852,0.049,0.819,146.59,587.94,2250.79,3025.23,0.835,--undefined--,538.79,2376.96,3050.77,5500 Hz,10,
39,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-74-a.wav,f,74,111-410-1-74-a.wav,the honey ,111,fredericksburg,ç,n,410,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-74-a.wav,m,74,17-185-1-74-a.wav,the honey ,17,fredericksburg,ç,n,185,der honig,deːɐ̯ ˈhoːnɪç,ɪ,17-185-1-74-a,ɪ,0.704,0.786,0.082,0.731,142.84,367.18,1953.81,2425.89,0.759,--undefined--,855.64,2058.91,3031.26,5500 Hz,10,
41,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-74-a.wav,m,74,23-224-1-74-a.wav,the honey ,23,fredericksburg,ç,n,224,der honig,deːɐ̯ ˈhoːnɪç,ɪ,23-224-1-74-a,ɪ,0.710,0.770,0.059,0.730,131.74,557.24,1966.32,3147.57,0.750,142.93,411.92,2082.18,3100.50,5500 Hz,10,
42,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-210-2-74-a.wav,f,74,29-210-2-74-a.wav,the honey ,29,fredericksburg,ç,n,210,der honig,deːɐ̯ ˈhoːnɪç,ɪ,29-210-2-74-a,ɪ,0.810,0.892,0.082,0.837,170.93,584.88,2561.36,3057.58,0.864,161.80,532.02,2583.42,3083.74,5500 Hz,10,
43,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-74-a.wav,m,74,29-226-2-74-a.wav,the honey ,29,fredericksburg,ç,n,226,der honig,deːɐ̯ ˈhoːnɪç,ɪ,29-226-2-74-a,ɪ,0.711,0.782,0.071,0.735,333.42,423.10,2334.32,3081.37,0.758,342.47,392.40,2344.58,3164.87,5500 Hz,10,
44,1942,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/38-214-1-74-a.wav,m,74,38-214-1-74-a.wav,the honey ,38,fredericksburg,ç,n,214,der honig,deːɐ̯ ˈhoːnɪç,ɪ,38-214-1-74-a,ɪ,0.776,0.820,0.044,0.791,117.33,542.37,1849.20,2644.07,0.806,115.35,414.39,1890.13,2658.17,5500 Hz,10,
45,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-398-1-74-a.wav,f,74,53-398-1-74-a.wav,the honey ,53,fredericksburg,ç,n,398,der honig,deːɐ̯ ˈhoːnɪç,ɪ,53-398-1-74-a,ɪ,0.762,0.804,0.042,0.776,97.22,493.36,2414.55,2879.74,0.790,97.10,357.44,2464.33,2861.69,5500 Hz,10,
46,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-74-a.wav,f,74,53-401-1-74-a.wav,the honey ,53,fredericksburg,ç,n,401,der honig,deːɐ̯ ˈhoːnɪç,ɪ,53-401-1-74-a,ɪ,0.515,0.564,0.050,0.531,212.07,547.67,2366.22,2998.82,0.548,221.46,566.18,2429.66,3072.30,5500 Hz,10,
47,1949,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-74-a.wav,m,74,58-369-1-74-a.wav,the honey ,58,fredericksburg,ç,n,369,der honig,deːɐ̯ ˈhoːnɪç,ɪ,58-369-1-74-a,ɪ,0.571,0.606,0.034,0.583,116.43,493.87,2013.19,2539.52,0.594,117.27,499.38,2099.33,2521.37,5500 Hz,10,
48,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-74-a.wav,m,74,58-370-1-74-a.wav,the honey ,58,fredericksburg,ç,n,370,der honig,deːɐ̯ ˈhoːnɪç,ɪ,58-370-1-74-a,ɪ,0.802,0.900,0.098,0.834,--undefined--,836.92,1816.97,2466.71,0.867,--undefined--,989.64,2164.80,2499.06,5500 Hz,10,
49,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-74-a.wav,m,74,60-367-1-74-a.wav,the honey ,60,fredericksburg,ç,n,367,der honig,deːɐ̯ ˈhoːnɪç,ɪ,60-367-1-74-a,ɪ,0.679,0.770,0.092,0.709,93.36,451.90,1909.45,2396.77,0.740,102.73,515.27,1957.46,2750.96,5500 Hz,10,
50,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-74-a.wav,m,74,60-368-3-74-a.wav,the honey ,60,fredericksburg,ç,n,368,der honig,deːɐ̯ ˈhoːnɪç,ɪ,60-368-3-74-a,ɪ,0.601,0.659,0.058,0.621,195.46,480.14,1895.45,2294.51,0.640,191.28,348.47,1873.60,2126.27,5500 Hz,10,
51,1939,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/62-365-2-74-a.wav,f,74,62-365-2-74-a.wav,the honey ,62,fredericksburg,ç,n,365,der honig,deːɐ̯ ˈhoːnɪç,ɪ,62-365-2-74-a,ɪ,0.765,0.827,0.062,0.786,--undefined--,651.15,2383.69,2672.12,0.807,--undefined--,654.31,2388.06,2582.08,5500 Hz,10,
52,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-74-a.wav,f,74,1-164-2-74-a.wav,the honey ,1,freyburg/black jack,ç,n,164,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-164-2-74-a,ɪ,1.000,1.085,0.086,1.028,--undefined--,558.03,2004.10,2893.05,1.057,--undefined--,969.11,2243.01,2934.09,5500 Hz,10,
53,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-74-a.wav,f,74,1-175-2-74-a.wav,the honey ,1,freyburg/schulenburg,ç,n,175,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-175-2-74-a,ɪ,0.553,0.626,0.073,0.577,495.56,574.50,2215.99,2963.39,0.601,499.97,544.60,2348.55,3016.10,5500 Hz,10,
54,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/113-455-2-74-a.wav,f,74,113-455-2-74-a.wav,the honey ,113,freyburg,ç,n,455,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-74-a.wav,m,74,112-436-2-74-a.wav,the honey ,112,"giddings, tx",ç,n,436,der honig,deːɐ̯ ˈhoːnɪç,ɪ,112-436-2-74-a,ɪ,0.691,0.759,0.069,0.713,176.98,381.30,2233.03,2660.77,0.736,173.93,373.09,2330.51,2793.34,5500 Hz,10,"
112-436-2-74-a"
56,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-74-a.wav,f,74,115-437-2-74-a.wav,the honey ,115,"giddings, tx",ç,n,437,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-74-a.wav,f,74,115-438-2-74-a.wav,the honey ,115,"giddings, tx",ç,n,438,der honig,deːɐ̯ ˈhoːnɪç,ɪ,115-438-2-74-a,ɪ,0.605,0.722,0.117,0.644,226.95,328.95,1250.98,2520.26,0.683,230.69,379.36,2186.27,3236.77,5500 Hz,10,
58,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-74-a.wav,m,74,7-313-2-74-a.wav,the honey ,7,giddings,ç,n,313,der honig,deːɐ̯ ˈhoːnɪç,ɪ,7-313-2-74-a,ɪ,0.592,0.688,0.096,0.624,120.87,408.72,2090.98,2651.24,0.656,105.48,440.20,2296.82,2858.32,5500 Hz,10,
59,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-323-3-74-a.wav,f,74,7-323-3-74-a.wav,the honey ,7,giddings,ç,n,323,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-74-a.wav,m,74,7-326-2-74-a.wav,the honey ,7,gidings,ç,n,326,der honig,deːɐ̯ ˈhoːnɪç,ɪ,7-326-2-74-a,ɪ,0.965,1.021,0.056,0.984,--undefined--,368.82,2175.48,2672.16,1.003,--undefined--,414.32,2253.94,2719.69,5500 Hz,10,
61,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-74-a.wav,f,74,7-329-1-74-a.wav,the honey ,7,giddings,ç,n,329,der honig,deːɐ̯ ˈhoːnɪç,ɪ,7-329-1-74-a,ɪ,0.714,0.796,0.082,0.742,165.01,503.58,2797.75,2860.39,0.769,158.80,561.79,2127.05,2920.87,5500 Hz,10,
62,1918,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-192-2-74-a.wav,f,74,1-192-2-74-a.wav,the honey ,1,la grange,ç,n,192,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-192-2-74-a,ɪ,0.536,0.627,0.091,0.566,--undefined--,707.88,1693.71,2659.51,0.596,--undefined--,810.14,2040.99,2793.13,5500 Hz,10,
63,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-193-2-74-a.wav,m,74,1-193-2-74-a.wav,the honey ,1,la grange,ç,n,193,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-193-2-74-a,ɪ,0.570,0.654,0.084,0.598,--undefined--,563.06,1769.91,2652.91,0.626,--undefined--,1232.69,2160.52,3492.90,5500 Hz,10,
64,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-194-2-74-a.wav,f,74,1-194-2-74-a.wav,the honey ,1,la grange,ç,n,194,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-194-2-74-a,ɪ,0.595,0.658,0.063,0.616,184.97,492.76,2011.99,2771.74,0.637,187.58,495.82,2232.78,2869.78,5500 Hz,10,
65,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-195-2-74-a.wav,m,74,1-195-2-74-a.wav,the honey ,1,la grange,ç,n,195,der honig,deːɐ̯ ˈhoːnɪç,ɪ,1-195-2-74-a,ɪ,0.419,0.516,0.097,0.451,94.52,552.11,1990.23,2540.10,0.484,--undefined--,324.42,1866.04,2427.19,5500 Hz,10,
66,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-196-2-74-a.wav,f,74,1-196-2-74-a.wav,the honey ,1,lagrange,ç,n,196,der honig,deːɐ̯ ˈhoːnɪç,ɪ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
