,Unnamed: 0,dob,file_name,gender,gilbert_number,id,input_form,iver_number,location,post_sound,pre_sound,speaker_number,target_form,transcription,variable,File/Spkr,Vowel,Start,End,Dur,oTime,oPitch,oF1,oF2,oF3,gTime,gPitch,gF1,gF2,gF3,MaxFormants,NumberPoles,Notes
0,0,1941,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/10-139-2-1-a.wav,m,1,10-139-2-1-a.wav,a hairbrush ,10,bulverde,ʁ,b,139,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,10-139-2-1-a,ʏ,0.436,0.573,0.136,0.482,89.31,519.0,1894.37,2526.94,0.527,88.44,613.64,1579.34,2164.55,5500 Hz,10.0,NA
1,1,1948,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-134-2-1-a.wav,f,1,9-134-2-1-a.wav,a hairbrush ,9,bulverde,ʁ,b,134,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-151-1-1-a.wav,f,1,9-151-1-1-a.wav,a hairbrush ,9,bulverde,ʁ,b,151,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,9-151-1-1-a,ʏ,0.929,1.035,0.106,0.964,90.29,583.5,1866.61,2563.61,1.0,87.03,616.08,1684.74,2533.88,5500 Hz,10.0,NA
3,3,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-153-1-1-a.wav,m,1,9-153-1-1-a.wav,a hairbrush ,9,bulverde,ʁ,b,153,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/120-449-2-1-a.wav,f,1,120-449-2-1-a.wav,a hairbrush ,120,columbus,ʁ,b,449,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,120-449-2-1-a,ʏ,0.992,1.09,0.098,1.025,192.27,405.46,2200.92,2878.98,1.057,186.56,394.77,2250.46,2823.97,5500 Hz,10.0,NA
5,5,1926,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/121-453-2-1-a.wav,f,1,121-453-2-1-a.wav,a hairbrush ,121,columbus,ʁ,b,453,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/1-141-2-1-a.wav,m,1,1-141-2-1-a.wav,a hairbrush ,1,comfort,ʁ,b,141,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/1-142-2-1-a.wav,m,1,1-142-2-1-a.wav,a hairbrush ,1,comfort,ʁ,b,142,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/10-147-1-1-a.wav,m,1,10-147-1-1-a.wav,a hairbrush ,10,comfort,ʁ,b,147,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,10-147-1-1-a,ʏ,0.149,0.229,0.08,0.176,--undefined--,385.85,1901.44,2280.65,0.203,--undefined--,445.49,1723.07,2259.87,5500 Hz,10.0,NA
9,9,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/10-149-1-1-a.wav,m,1,10-149-1-1-a.wav,a hairbrush ,10,comfort,ʁ,b,149,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-1-a.wav,m,1,1-391-2-1-a.wav,a hairbrush ,1,converse,ʁ,b,391,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-391-2-1-a,ʏ,0.7,0.813,0.113,0.738,139.10,460.56,1932.02,2361.05,0.776,128.44,522.1,1626.04,2305.83,5500 Hz,10.0,NA
11,11,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-392-1-1-a.wav,m,1,1-392-1-1-a.wav,a hairbrush ,1,converse,ʁ,b,392,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/102-395-2-1-a.wav,m,1,102-395-2-1-a.wav,a hairbrush ,102,converse,ʁ,b,395,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,102-395-2-1-a,ʏ,0.394,0.493,0.099,0.427,151.65,410.53,1692.38,2046.97,0.46,168.83,448.58,1478.11,1987.61,5500 Hz,10.0,NA
13,13,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-1-a.wav,f,1,60-445-2-1-a.wav,a hairbrush ,60,"converse, tx",ʁ,b,445,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-114-2-1-a.wav,f,1,1-114-2-1-a.wav,a hairbrush ,1,doss,ʁ,b,114,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,1959,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-1-a.wav,m,1,1-179-2-1-a.wav,a hairbrush ,1,doss,ʁ,b,179,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-183-2-1-a.wav,m,1,1-183-2-1-a.wav,a hairbrush ,1,doss,ʁ,b,183,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-56-2-1-a.wav,f,1,1-56-2-1-a.wav,a hairbrush ,1,doss,ʁ,b,56,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,18,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-1-a.wav,m,1,17-176-1-1-a.wav,a hairbrush ,17,doss,ʁ,b,176,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-1-a.wav,m,1,17-177-1-1-a.wav,a hairbrush ,17,doss,ʁ,b,177,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-1-a.wav,m,1,17-178-2-1-a.wav,a hairbrush ,17,doss,ʁ,b,178,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,21,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-180-2-1-a.wav,m,1,17-180-2-1-a.wav,a hairbrush ,17,doss,ʁ,b,180,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,22,1958,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-181-1-1-a.wav,f,1,17-181-1-1-a.wav,a hairbrush ,17,doss,ʁ,b,181,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,23,1935,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-182-2-1-a.wav,f,1,17-182-2-1-a.wav,a hairbrush ,17,doss,ʁ,b,182,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,24,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-1-a.wav,f,1,17-187-1-1-a.wav,a hairbrush ,17,doss,ʁ,b,187,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,17-187-1-1-a,ʏ,0.495,0.566,0.071,0.519,180.21,808.53,1662.41,2635.62,0.543,185.43,893.38,1659.22,2597.03,5500 Hz,10.0,NA
25,25,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-1-a.wav,m,1,5-113-2-1-a.wav,a hairbrush ,5,doss,ʁ,b,113,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,5-113-2-1-a,ʏ,0.4,0.458,0.058,0.419,144.04,567.97,1784.24,2382.94,0.439,139.46,581.41,1689.83,2366.99,5500 Hz,10.0,NA
26,26,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-1-a.wav,m,1,3-96-2-1-a.wav,a hairbrush ,3,floresville,ʁ,b,96,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,3-96-2-1-a,ʏ,0.654,0.739,0.085,0.682,141.96,485.8,1720.2,2126.95,0.711,139.61,527.85,1723.23,2038.31,5500 Hz,10.0,NA
27,27,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-1-a.wav,f,1,3-98-2-1-a.wav,a hairbrush ,3,floresville,ʁ,b,98,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,3-98-2-1-a,ʏ,0.364,0.402,0.038,0.377,207.45,573.84,1646.93,2817.57,0.39,208.76,569.57,1675.61,2903.84,5500 Hz,10.0,NA
28,28,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-1-a.wav,f,1,51-283-3-1-a.wav,a hairbrush ,51,floresville,ʁ,b,283,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,29,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-199-2-1-a.wav,f,1,1-199-2-1-a.wav,a hairbrush ,1,fredericksburg,ʁ,b,199,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-1-a.wav,m,1,1-397-2-1-a.wav,a hairbrush ,1,fredericksburg,ʁ,b,397,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-403-2-1-a.wav,m,1,1-403-2-1-a.wav,a hairbrush ,1,fredericksburg,ʁ,b,403,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,1-403-2-1-a,ʏ,0.798,0.882,0.083,0.826,117.32,587.87,1600.73,2375.33,0.854,118.80,591.83,1662.93,2527.89,5500 Hz,10.0,NA
32,32,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-1-a.wav,f,1,105-404-1-1-a.wav,a hairbrush ,105,fredericksburg,ʁ,b,404,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,105-404-1-1-a,ʏ,0.954,1.028,0.073,0.979,196.32,770.34,2177.48,2809.94,1.003,--undefined--,787.32,1843.13,2486.72,5500 Hz,10.0,NA
33,33,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-1-a.wav,m,1,107-405-2-1-a.wav,a hairbrush ,107,fredericksburg,ʁ,b,405,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,107-405-2-1-a,ʏ,0.736,0.804,0.067,0.759,120.69,476.46,2048.9,2759.94,0.781,116.04,556.86,2094.76,2785.72,5500 Hz,10.0,NA
34,34,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-1-a.wav,m,1,108-406-1-1-a.wav,a hairbrush ,108,fredericksburg,ʁ,b,406,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,35,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-1-a.wav,f,1,110-407-2-1-a.wav,a hairbrush ,110,fredericksburg,ʁ,b,407,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,110-407-2-1-a,ʏ,0.672,0.744,0.071,0.696,79.81,643.05,2223.44,2976.41,0.72,79.82,777.38,2079.93,2837.63,5500 Hz,10.0,NA
36,36,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-1-a.wav,f,1,110-408-1-1-a.wav,a hairbrush ,110,fredericksburg,ʁ,b,408,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,110-408-1-1-a,ʏ,0.989,1.083,0.094,1.02,161.97,482.99,2296.72,2852.69,1.052,155.83,498.81,2253.6,2804.99,5500 Hz,10.0,NA
37,37,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-1-a.wav,f,1,111-410-1-1-a.wav,a hairbrush ,111,fredericksburg,ʁ,b,410,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,111-410-1-1-a,ʏ,2.623,2.697,0.074,2.648,190.37,696.78,2295.09,2472.02,2.673,195.10,844.32,2333.26,2440.91,5500 Hz,10.0,NA
38,38,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-1-a.wav,m,1,17-185-1-1-a.wav,a hairbrush ,17,fredericksburg,ʁ,b,185,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,17-185-1-1-a,ʏ,0.46,0.534,0.075,0.485,--undefined--,543.6,1725.14,2442.3,0.509,--undefined--,727.28,1717.54,2525.97,5500 Hz,10.0,NA
39,39,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-1-a.wav,m,1,23-224-1-1-a.wav,a hairbrush ,23,fredericksburg,ʁ,b,224,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,23-224-1-1-a,ʏ,1.063,1.121,0.057,1.082,113.12,471.82,2040.24,2329.49,1.102,104.07,506.54,1995.04,2348.88,5500 Hz,10.0,NA
40,40,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-1-a.wav,m,1,29-226-2-1-a.wav,a hairbrush ,29,fredericksburg,ʁ,b,226,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,41,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-398-1-1-a.wav,f,1,53-398-1-1-a.wav,a hairbrush ,53,fredericksburg,ʁ,b,398,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-1-a.wav,f,1,53-401-1-1-a.wav,a hairbrush ,53,fredericksburg,ʁ,b,401,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-402-1-1-a.wav,f,1,53-402-1-1-a.wav,a hairbrush ,53,fredericksburg,ʁ,b,402,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,1949,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-1-a.wav,m,1,58-369-1-1-a.wav,a hairbrush ,58,fredericksburg,ʁ,b,369,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-1-a.wav,m,1,58-370-1-1-a.wav,a hairbrush ,58,fredericksburg,ʁ,b,370,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-1-a.wav,m,1,60-367-1-1-a.wav,a hairbrush ,60,fredericksburg,ʁ,b,367,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-1-a.wav,m,1,60-368-3-1-a.wav,a hairbrush ,60,fredericksburg,ʁ,b,368,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,1939,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/62-365-2-1-a.wav,f,1,62-365-2-1-a.wav,a hairbrush ,62,fredericksburg,ʁ,b,365,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-1-a.wav,f,1,1-164-2-1-a.wav,a hairbrush ,1,freyburg/black jack,ʁ,b,164,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-1-a.wav,f,1,1-175-2-1-a.wav,a hairbrush ,1,freyburg/schulenburg,ʁ,b,175,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,51,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-1-a.wav,m,1,112-436-2-1-a.wav,a hairbrush ,112,"giddings, tx",ʁ,b,436,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,112-436-2-1-a,ʏ,0.327,0.427,0.1,0.36,108.82,453.0,1929.23,2347.57,0.393,108.51,465.76,1828.6,2271.51,5500 Hz,10.0,NA
52,52,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-1-a.wav,f,1,115-437-2-1-a.wav,a hairbrush ,115,"giddings, tx",ʁ,b,437,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,115-437-2-1-a,ʏ,2.323,2.372,0.049,2.339,203.15,411.99,1669.08,2016.95,2.355,207.47,422.81,1699.59,2077.25,5500 Hz,10.0,NA
53,53,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-1-a.wav,f,1,115-438-2-1-a.wav,a hairbrush ,115,"giddings, tx",ʁ,b,438,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,115-438-2-1-a,ʏ,1.59,1.686,0.095,1.622,206.97,435.98,1829.15,1936.29,1.654,202.96,536.78,1262.03,2002.06,5500 Hz,10.0,NA
54,54,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-1-a.wav,m,1,7-313-2-1-a.wav,a hairbrush ,7,giddings,ʁ,b,313,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-323-3-1-a.wav,f,1,7-323-3-1-a.wav,a hairbrush ,7,giddings,ʁ,b,323,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-1-a.wav,m,1,7-326-2-1-a.wav,a hairbrush ,7,gidings,ʁ,b,326,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,7-326-2-1-a,ʏ,0.78,0.881,0.101,0.814,88.82,455.89,1610.59,2445.84,0.847,87.00,447.49,1631.58,2647.44,5500 Hz,10.0,NA
57,57,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-1-a.wav,f,1,7-329-1-1-a.wav,a hairbrush ,7,giddings,ʁ,b,329,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,7-329-1-1-a,ʏ,0.611,0.719,0.107,0.647,159.01,498.61,1389.71,2592.34,0.683,75.18,525.06,1347.21,2503.02,5500 Hz,10.0,NA
58,58,1918,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-192-2-1-a.wav,f,1,1-192-2-1-a.wav,a hairbrush ,1,la grange,ʁ,b,192,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,59,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-193-2-1-a.wav,m,1,1-193-2-1-a.wav,a hairbrush ,1,la grange,ʁ,b,193,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-194-2-1-a.wav,f,1,1-194-2-1-a.wav,a hairbrush ,1,la grange,ʁ,b,194,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-195-2-1-a.wav,m,1,1-195-2-1-a.wav,a hairbrush ,1,la grange,ʁ,b,195,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,62,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-196-2-1-a.wav,f,1,1-196-2-1-a.wav,a hairbrush ,1,lagrange,ʁ,b,196,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-1-a.wav,m,1,51-286-2-1-a.wav,a hairbrush ,51,la grange,ʁ,b,286,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,64,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-1-a.wav,m,1,53-286-2-1-a.wav,a hairbrush ,53,la grange,ʁ,b,286,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-1-a.wav,f,1,1-125-2-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,125,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-158-1-1-a.wav,f,1,1-158-1-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,158,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,1910,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-1-a.wav,m,1,1-167-3-1-a.wav,a hairbrush ,1,new braunfels,ʁ,b,167,die haarbuerste,diː haːɐ̯ˈbʏʁstə,ʏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
