row,id,gilbert_number,input_form,target_form,transcription,items
159,159,12,The roof of our house caved in during the storm ,das dach unseres hauses ist waehrend des sturms eingebrochen,das dax ˈʊnzəʀəs ˈhaʊ̯zəs ɪst ˈvɛːʀənt dɛs ʃtʊʁms ˈaɪ̯nɡəˌbʀɔχn̩,9
